,Unnamed: 0.1,Unnamed: 0,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,matchweek,home_score,away_score,matchweek_num,home_GD_prior,away_GD_prior,home_GD_form,away_GD_form,home_Points_prior,away_Points_prior,home_Points_form,away_Points_form,B365A,B365D,B365H
0,0,0,Bayern Munich,Manuel Neuer,Mats Hummels,Thiago Alcántara,Franck Ribéry,Javi Martínez,Robert Lewandowski,Xabi Alonso,Philipp Lahm,Arturo Vidal,Thomas Müller,David Alaba,Werder Bremen,Felix Wiedwald,Luca Caldirola,Robert Bauer,Sambou Yatabaré,Clemens Fritz,Aron Jóhannsson,Fallou Diagne,Fin Bartels,Theodor Gebre Selassie,Lamine Sané,Florian Grillitsch,Matchweek 1,6,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,10.0,1.1
1,1,1,Dortmund,Roman Bürki,Marc Bartra,Ousmane Dembélé,Pierre-Emerick Aubameyang,Sebastian Rode,André Schürrle,Shinji Kagawa,Sokratis Papastathopoulos,Gonzalo Castro,Marcel Schmelzer,Felix Passlack,Mainz 05,Jonas Lössl,Giulio Donati,Leon Balogun,Yunus Mallı,Stefan Bell,Daniel Brosinski,Fabian Frei,Karim Onisiwo,Jean-Philippe Gbamin,Christian Clemens,Suat Serdar,Matchweek 1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,5.0,1.36
2,2,2,Hamburger SV,René Adler,Cléber,Johan Djourou,Bobby Wood,Michael Gregoritsch,Aaron Hunt,Filip Kostić,Matthias Ostrzolek,Gōtoku Sakai,Nicolai Müller,Gideon Jung,Ingolstadt 04,Ørjan Nyland,Markus Suttner,Alfredo Morales,Mathew Leckie,Roger,Moritz Hartmann,Pascal Groß,Dario Lezcano,Romain Brégerie,Tobias Levels,Marvin Matip,Matchweek 1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.2,2.2
3,3,3,Eint Frankfurt,Lukáš Hrádecký,Guillermo Varela,Bastian Oczipka,Szabolcs Huszti,Mijat Gaćinović,Alexander Meier,Michael Hector,David Abraham,Makoto Hasebe,Branimir Hrgota,Omar Mascarell,Schalke 04,Ralf Fährmann,Júnior Caiçara,Benedikt Höwedes,Johannes Geis,Sead Kolašinac,Max Meyer,Franco Di Santo,Eric Maxim Choupo-Moting,Dennis Aogo,Klaas-Jan Huntelaar,Naldo,Matchweek 1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.3,3.4
4,4,4,Köln,Timo Horn,Frederik Sørensen,Dominic Maroh,Marco Höger,Marcel Risse,Artjoms Rudņevs,Jonas Hector,Mërgim Mavraj,Leonardo Bittencourt,Anthony Modeste,Matthias Lehmann,Darmstadt 98,Michael Esser,Alexander Milošević,Mario Vrančić,Artem Fedetskyi,Jérôme Gondorf,Marcel Heller,Immanuel Höhn,Änis Ben-Hatira,László Kleinheisler,Fabian Holland,Sven Schipplock,Matchweek 1,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,3.5,1.8
5,5,5,Augsburg,Marwin Hitz,Paul Verhaegh,Kostas Stafylidis,Jeffrey Gouweleeuw,Daniel Baier,Christoph Janker,Koo Ja-cheol,Dominik Kohr,Raúl Bobadilla,Alfreð Finnbogason,Caiuby,Wolfsburg,Koen Casteels,Jeffrey Bruma,Daniel Caligiuri,Julian Draxler,Daniel Didavi,Bas Dost,Yannick Gerhardt,Jakub Błaszczykowski,Luiz Gustavo,Robin Knoche,Ricardo Rodríguez,Matchweek 1,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,3.25,2.8
6,6,6,Gladbach,Yann Sommer,Andreas Christensen,Tobias Strobl,Christoph Kramer,Raffael,Lars Stindl,Ibrahima Traoré,Oscar Wendt,Tony Jantschke,André Hahn,Nico Elvedi,Leverkusen,Bernd Leno,Jonathan Tah,Hakan Çalhanoğlu,Julian Baumgartlinger,Tin Jedvaj,Wendell,Charles Aránguiz,Ömer Toprak,Kevin Volland,Karim Bellarabi,Kevin Kampl,Matchweek 1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,3.4,2.3
7,7,7,Hertha BSC,Rune Jarstein,Peter Pekarík,Per Ciljan Skjelbred,Vladimír Darida,Sebastian Langkamp,Vedad Ibišević,Marvin Plattenhardt,Mitchell Weiser,Genki Haraguchi,John Brooks,Fabian Lustenberger,Freiburg,Alexander Schwolow,Aleksandar Ignjovski,Çağlar Söyüncü,Manuel Gulde,Amir Abrashi,Florian Niederlechner,Janik Haberer,Maximilian Philipp,Nicolas Höfler,Christian Günter,Vincenzo Grifo,Matchweek 1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.3,2.15
8,8,8,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Fabian Schär,Sebastian Rudy,Lukas Rupp,Sandro Wagner,Mark Uth,Kevin Vogt,Niklas Süle,Andrej Kramarić,Philipp Ochs,RB Leipzig,Péter Gulácsi,Willi Orban,Marcel Sabitzer,Yussuf Poulsen,Timo Werner,Stefan Ilsanker,Benno Schmitz,Marcel Halstenberg,Dominik Kaiser,Diego Demme,Marvin Compper,Matchweek 1,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,3.25,2.5
9,9,9,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Leon Goretzka,Nabil Bentaleb,Yevhen Konoplyanka,Eric Maxim Choupo-Moting,Baba Rahman,Benjamin Stambouli,Klaas-Jan Huntelaar,Naldo,Matija Nastasić,Bayern Munich,Manuel Neuer,Mats Hummels,Thiago Alcántara,Franck Ribéry,Javi Martínez,Robert Lewandowski,Xabi Alonso,Philipp Lahm,Thomas Müller,David Alaba,Renato Sanches,Matchweek 2,0,2,2,-1.0,6.0,-1.0,6.0,0.0,3.0,0.0,3.0,1.3,5.5,10.0
10,10,10,Leverkusen,Bernd Leno,Jonathan Tah,Javier Hernández,Lars Bender,Hakan Çalhanoğlu,Admir Mehmedi,Wendell,Ömer Toprak,Karim Bellarabi,Benjamin Henrichs,Kevin Kampl,Hamburger SV,René Adler,Cléber,Emir Spahić,Bobby Wood,Lewis Holtby,Michael Gregoritsch,Aaron Hunt,Filip Kostić,Matthias Ostrzolek,Gōtoku Sakai,Nicolai Müller,Matchweek 2,3,1,2,-1.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,7.0,4.5,1.45
11,11,11,Freiburg,Alexander Schwolow,Çağlar Söyüncü,Manuel Gulde,Florian Niederlechner,Mike Frantz,Onur Bulut,Pascal Stenzel,Maximilian Philipp,Nicolas Höfler,Christian Günter,Vincenzo Grifo,Gladbach,Yann Sommer,Andreas Christensen,Tobias Strobl,Christoph Kramer,Thorgan Hazard,Raffael,Lars Stindl,Ibrahima Traoré,Oscar Wendt,Tony Jantschke,Nico Elvedi,Matchweek 2,3,1,2,-1.0,1.0,-1.0,1.0,0.0,3.0,0.0,3.0,2.0,3.6,3.6
12,12,12,Wolfsburg,Koen Casteels,Jeffrey Bruma,Daniel Caligiuri,Julian Draxler,Daniel Didavi,Yannick Gerhardt,Jakub Błaszczykowski,Luiz Gustavo,Robin Knoche,Mario Gómez,Ricardo Rodríguez,Köln,Sven Müller,Dominique Heintz,Frederik Sørensen,Marco Höger,Marcel Risse,Yuya Osako,Jonas Hector,Mërgim Mavraj,Leonardo Bittencourt,Anthony Modeste,Matthias Lehmann,Matchweek 2,0,0,2,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.2,3.75,1.85
13,13,13,Ingolstadt 04,Ørjan Nyland,Markus Suttner,Alfredo Morales,Mathew Leckie,Roger,Moritz Hartmann,Pascal Groß,Dario Lezcano,Tobias Levels,Marcel Tisserand,Marvin Matip,Hertha BSC,Rune Jarstein,Peter Pekarík,Niklas Stark,Vladimír Darida,Sebastian Langkamp,Vedad Ibišević,Marvin Plattenhardt,Mitchell Weiser,Genki Haraguchi,John Brooks,Fabian Lustenberger,Matchweek 2,0,2,2,0.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,3.2,3.1,2.4
14,14,14,Darmstadt 98,Michael Esser,Alexander Milošević,Jérôme Gondorf,Roman Bezjak,Peter Niemeyer,Marcel Heller,Immanuel Höhn,Florian Jungwirth,Änis Ben-Hatira,Fabian Holland,Sven Schipplock,Eint Frankfurt,Lukáš Hrádecký,Guillermo Varela,Bastian Oczipka,Szabolcs Huszti,Mijat Gaćinović,Alexander Meier,David Abraham,Makoto Hasebe,Timothy Chandler,Branimir Hrgota,Omar Mascarell,Matchweek 2,1,0,2,-2.0,1.0,-2.0,1.0,0.0,3.0,0.0,3.0,2.4,3.3,3.0
15,15,15,RB Leipzig,Péter Gulácsi,Willi Orban,Marcel Sabitzer,Yussuf Poulsen,Timo Werner,Stefan Ilsanker,Lukas Klostermann,Marcel Halstenberg,Dominik Kaiser,Diego Demme,Marvin Compper,Dortmund,Roman Bürki,Marc Bartra,Mario Götze,Pierre-Emerick Aubameyang,Sebastian Rode,André Schürrle,Sokratis Papastathopoulos,Łukasz Piszczek,Gonzalo Castro,Marcel Schmelzer,Julian Weigl,Matchweek 2,1,0,2,0.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,1.62,4.2,5.25
16,16,16,Werder Bremen,Felix Wiedwald,Luca Caldirola,Robert Bauer,Clemens Fritz,Aron Jóhannsson,Zlatko Junuzović,Fin Bartels,Theodor Gebre Selassie,Lamine Sané,Florian Grillitsch,Serge Gnabry,Augsburg,Marwin Hitz,Paul Verhaegh,Kostas Stafylidis,Jeffrey Gouweleeuw,Daniel Baier,Koo Ja-cheol,Dominik Kohr,Raúl Bobadilla,Alfreð Finnbogason,Caiuby,Martin Hinteregger,Matchweek 2,1,2,2,-6.0,-2.0,-6.0,-2.0,0.0,0.0,0.0,0.0,3.1,3.4,2.3
17,17,17,Mainz 05,Jonas Lössl,Giulio Donati,Leon Balogun,Levin Öztunalı,Yunus Mallı,Jhon Córdoba,Stefan Bell,Fabian Frei,Gaëtan Bussmann,Jean-Philippe Gbamin,Pablo de Blasis,Hoffenheim,Oliver Baumann,Ermin Bičakčić,Fabian Schär,Sebastian Rudy,Lukas Rupp,Eugen Polanski,Sandro Wagner,Jeremy Toljan,Pirmin Schwegler,Niklas Süle,Andrej Kramarić,Matchweek 2,4,4,2,-1.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,3.75,3.5,2.0
18,18,18,Köln,Timo Horn,Dominique Heintz,Frederik Sørensen,Marco Höger,Marcel Risse,Yuya Osako,Jonas Hector,Mërgim Mavraj,Leonardo Bittencourt,Anthony Modeste,Matthias Lehmann,Freiburg,Alexander Schwolow,Çağlar Söyüncü,Manuel Gulde,Florian Niederlechner,Mike Frantz,Onur Bulut,Pascal Stenzel,Maximilian Philipp,Nicolas Höfler,Christian Günter,Vincenzo Grifo,Matchweek 3,3,0,3,2.0,1.0,2.0,1.0,4.0,3.0,4.0,3.0,4.5,3.6,1.8
19,19,19,Bayern Munich,Manuel Neuer,Franck Ribéry,Javi Martínez,Robert Lewandowski,Rafinha,Xabi Alonso,Juan Bernat,Arturo Vidal,Kingsley Coman,Joshua Kimmich,Renato Sanches,Ingolstadt 04,Ørjan Nyland,Markus Suttner,Alfredo Morales,Mathew Leckie,Roger,Moritz Hartmann,Pascal Groß,Dario Lezcano,Tobias Levels,Marcel Tisserand,Marvin Matip,Matchweek 3,3,1,3,8.0,-2.0,8.0,-2.0,6.0,1.0,6.0,1.0,34.0,12.0,1.07
20,20,20,Dortmund,Roman Bürki,Ousmane Dembélé,Raphaël Guerreiro,Adrián Ramos,Christian Pulisic,Sokratis Papastathopoulos,Gonzalo Castro,Matthias Ginter,Marcel Schmelzer,Felix Passlack,Julian Weigl,Darmstadt 98,Michael Esser,Leon Guwara,Alexander Milošević,Mario Vrančić,Peter Niemeyer,Marcel Heller,Immanuel Höhn,Florian Jungwirth,Änis Ben-Hatira,Fabian Holland,Sven Schipplock,Matchweek 3,6,0,3,0.0,-1.0,0.0,-1.0,3.0,3.0,3.0,3.0,21.0,9.0,1.13
21,21,21,Hamburger SV,René Adler,Emir Spahić,Johan Djourou,Douglas Santos,Bobby Wood,Lewis Holtby,Aaron Hunt,Filip Kostić,Gōtoku Sakai,Nicolai Müller,Gideon Jung,RB Leipzig,Péter Gulácsi,Bernardo,Willi Orban,Marcel Sabitzer,Naby Keïta,Yussuf Poulsen,Emil Forsberg,Stefan Ilsanker,Marcel Halstenberg,Diego Demme,Marvin Compper,Matchweek 3,0,4,3,-2.0,1.0,-2.0,1.0,1.0,4.0,1.0,4.0,2.63,3.25,2.75
22,22,22,Eint Frankfurt,Lukáš Hrádecký,Jesús Vallejo,Bastian Oczipka,Szabolcs Huszti,Haris Seferović,Marco Fabián,Mijat Gaćinović,Alexander Meier,David Abraham,Makoto Hasebe,Timothy Chandler,Leverkusen,Bernd Leno,Jonathan Tah,Javier Hernández,Admir Mehmedi,Julian Baumgartlinger,Tin Jedvaj,Julian Brandt,Charles Aránguiz,Ömer Toprak,Benjamin Henrichs,Kevin Kampl,Matchweek 3,2,1,3,0.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,1.95,3.5,4.0
23,23,23,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Ermin Bičakčić,Sebastian Rudy,Lukas Rupp,Eugen Polanski,Sandro Wagner,Nadiem Amiri,Mark Uth,Niklas Süle,Andrej Kramarić,Wolfsburg,Koen Casteels,Philipp Wollscheid,Jeffrey Bruma,Daniel Caligiuri,Vieirinha,Julian Draxler,Yannick Gerhardt,Jakub Błaszczykowski,Maximilian Arnold,Mario Gómez,Ricardo Rodríguez,Matchweek 3,0,0,3,0.0,2.0,0.0,2.0,2.0,4.0,2.0,4.0,2.25,3.6,3.1
24,24,24,Gladbach,Yann Sommer,Andreas Christensen,Jannik Vestergaard,Christoph Kramer,Thorgan Hazard,Raffael,Lars Stindl,Ibrahima Traoré,Fabian Johnson,Tony Jantschke,Julian Korb,Werder Bremen,Jaroslav Drobný,Robert Bauer,Sambou Yatabaré,Clemens Fritz,Zlatko Junuzović,Ulisses Garcia,Fallou Diagne,Theodor Gebre Selassie,Lamine Sané,Florian Grillitsch,Serge Gnabry,Matchweek 3,4,1,3,-1.0,-7.0,-1.0,-7.0,3.0,0.0,3.0,0.0,7.5,4.5,1.44
25,25,25,Augsburg,Marwin Hitz,Paul Verhaegh,Kostas Stafylidis,Jeffrey Gouweleeuw,Daniel Baier,Koo Ja-cheol,Dominik Kohr,Ji Dong-won,Raúl Bobadilla,Alfreð Finnbogason,Martin Hinteregger,Mainz 05,Jonas Lössl,Giulio Donati,Leon Balogun,Levin Öztunalı,Yunus Mallı,Jhon Córdoba,Stefan Bell,Daniel Brosinski,Fabian Frei,Karim Onisiwo,Jean-Philippe Gbamin,Matchweek 3,1,3,3,-1.0,-1.0,-1.0,-1.0,3.0,1.0,3.0,1.0,3.0,3.4,2.38
26,26,26,Hertha BSC,Rune Jarstein,Peter Pekarík,Per Ciljan Skjelbred,Niklas Stark,Vladimír Darida,Sebastian Langkamp,Vedad Ibišević,Marvin Plattenhardt,Mitchell Weiser,Genki Haraguchi,Fabian Lustenberger,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Leon Goretzka,Nabil Bentaleb,Eric Maxim Choupo-Moting,Baba Rahman,Benjamin Stambouli,Klaas-Jan Huntelaar,Naldo,Matija Nastasić,Breel Embolo,Matchweek 3,2,0,3,3.0,-3.0,3.0,-3.0,6.0,0.0,6.0,0.0,2.8,3.4,2.5
27,27,27,Darmstadt 98,Michael Esser,Leon Guwara,Alexander Milošević,Artem Fedetskyi,Jérôme Gondorf,Roman Bezjak,Antonio Čolak,Marcel Heller,Immanuel Höhn,Florian Jungwirth,László Kleinheisler,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Ermin Bičakčić,Sebastian Rudy,Eugen Polanski,Kerem Demirbay,Sandro Wagner,Nadiem Amiri,Mark Uth,Kevin Vogt,Andrej Kramarić,Matchweek 4,1,1,4,-7.0,0.0,-7.0,0.0,3.0,3.0,3.0,3.0,2.1,3.5,3.5
28,28,28,Wolfsburg,Koen Casteels,Philipp Wollscheid,Jeffrey Bruma,Vieirinha,Julian Draxler,Yannick Gerhardt,Jakub Błaszczykowski,Bruno Henrique,Maximilian Arnold,Mario Gómez,Ricardo Rodríguez,Dortmund,Roman Bürki,Marc Bartra,Ousmane Dembélé,Mario Götze,Raphaël Guerreiro,Pierre-Emerick Aubameyang,Christian Pulisic,Sokratis Papastathopoulos,Łukasz Piszczek,Marcel Schmelzer,Julian Weigl,Matchweek 4,1,5,4,2.0,6.0,2.0,6.0,5.0,6.0,5.0,6.0,1.75,3.75,4.75
29,29,29,Freiburg,Alexander Schwolow,Manuel Gulde,Amir Abrashi,Florian Niederlechner,Mike Frantz,Onur Bulut,Pascal Stenzel,Maximilian Philipp,Nicolas Höfler,Christian Günter,Vincenzo Grifo,Hamburger SV,René Adler,Emir Spahić,Johan Djourou,Douglas Santos,Bobby Wood,Aaron Hunt,Luca Waldschmidt,Albin Ekdal,Gōtoku Sakai,Nicolai Müller,Gideon Jung,Matchweek 4,1,0,4,-2.0,-6.0,-2.0,-6.0,3.0,1.0,3.0,1.0,3.1,3.4,2.3
30,30,30,Ingolstadt 04,Ørjan Nyland,Markus Suttner,Mathew Leckie,Roger,Moritz Hartmann,Pascal Groß,Dario Lezcano,Lukas Hinterseer,Tobias Levels,Marcel Tisserand,Marvin Matip,Eint Frankfurt,Lukáš Hrádecký,Jesús Vallejo,Bastian Oczipka,Szabolcs Huszti,Haris Seferović,Marco Fabián,Alexander Meier,Ante Rebić,David Abraham,Timothy Chandler,Omar Mascarell,Matchweek 4,0,2,4,-4.0,1.0,-4.0,1.0,1.0,6.0,1.0,6.0,3.4,3.25,2.25
31,31,31,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Johannes Geis,Max Meyer,Nabil Bentaleb,Eric Maxim Choupo-Moting,Baba Rahman,Alessandro Schöpf,Klaas-Jan Huntelaar,Sascha Riether,Naldo,Köln,Timo Horn,Dominique Heintz,Frederik Sørensen,Marco Höger,Marcel Risse,Miloš Jojić,Yuya Osako,Jonas Hector,Mërgim Mavraj,Anthony Modeste,Matthias Lehmann,Matchweek 4,1,3,4,-5.0,5.0,-5.0,5.0,0.0,7.0,0.0,7.0,3.6,3.4,2.1
32,32,32,Bayern Munich,Manuel Neuer,Thiago Alcántara,Franck Ribéry,Javi Martínez,Robert Lewandowski,Xabi Alonso,Jérôme Boateng,Philipp Lahm,Arturo Vidal,Thomas Müller,David Alaba,Hertha BSC,Rune Jarstein,Peter Pekarík,Niklas Stark,Alexander Esswein,Sebastian Langkamp,Vedad Ibišević,Allan,Marvin Plattenhardt,Mitchell Weiser,Genki Haraguchi,Fabian Lustenberger,Matchweek 4,3,0,4,10.0,5.0,10.0,5.0,9.0,9.0,9.0,9.0,17.0,9.0,1.14
33,33,33,Leverkusen,Bernd Leno,Jonathan Tah,Aleksandar Dragović,Javier Hernández,Lars Bender,Hakan Çalhanoğlu,Wendell,Charles Aránguiz,Kevin Volland,Benjamin Henrichs,Kevin Kampl,Augsburg,Marwin Hitz,Paul Verhaegh,Kostas Stafylidis,Jeffrey Gouweleeuw,Daniel Baier,Jan Morávek,Koo Ja-cheol,Gojko Kačar,Ji Dong-won,Alfreð Finnbogason,Martin Hinteregger,Matchweek 4,0,0,4,0.0,-3.0,0.0,-3.0,3.0,3.0,3.0,3.0,7.0,4.5,1.45
34,34,34,Werder Bremen,Jaroslav Drobný,Robert Bauer,Clemens Fritz,Izet Hajrović,Zlatko Junuzović,Niklas Moisander,Theodor Gebre Selassie,Lamine Sané,Florian Grillitsch,Serge Gnabry,Ousman Manneh,Mainz 05,Jonas Lössl,Giulio Donati,Leon Balogun,Levin Öztunalı,Yunus Mallı,Jhon Córdoba,Daniel Brosinski,Fabian Frei,Gaëtan Bussmann,Niko Bungert,Christian Clemens,Matchweek 4,1,2,4,-10.0,1.0,-10.0,1.0,0.0,4.0,0.0,4.0,2.3,3.5,3.0
35,35,35,RB Leipzig,Péter Gulácsi,Bernardo,Willi Orban,Marcel Sabitzer,Yussuf Poulsen,Timo Werner,Stefan Ilsanker,Marcel Halstenberg,Dominik Kaiser,Diego Demme,Marvin Compper,Gladbach,Yann Sommer,Andreas Christensen,Jannik Vestergaard,Tobias Strobl,Christoph Kramer,Thorgan Hazard,Lars Stindl,Ibrahima Traoré,Oscar Wendt,Fabian Johnson,André Hahn,Matchweek 4,1,1,4,5.0,2.0,5.0,2.0,7.0,6.0,7.0,6.0,3.0,3.5,2.38
36,36,36,Dortmund,Roman Bürki,Ousmane Dembélé,Emre Mor,Mario Götze,Pierre-Emerick Aubameyang,Sokratis Papastathopoulos,Łukasz Piszczek,Gonzalo Castro,Matthias Ginter,Marcel Schmelzer,Julian Weigl,Freiburg,Alexander Schwolow,Aleksandar Ignjovski,Çağlar Söyüncü,Manuel Gulde,Amir Abrashi,Onur Bulut,Nils Petersen,Maximilian Philipp,Nicolas Höfler,Christian Günter,Vincenzo Grifo,Matchweek 5,3,1,5,10.0,-1.0,10.0,-1.0,9.0,6.0,9.0,6.0,15.0,7.5,1.18
37,37,37,Eint Frankfurt,Lukáš Hrádecký,Jesús Vallejo,Bastian Oczipka,Danny Blum,Szabolcs Huszti,Haris Seferović,Marco Fabián,Alexander Meier,David Abraham,Timothy Chandler,Omar Mascarell,Hertha BSC,Rune Jarstein,Peter Pekarík,Per Ciljan Skjelbred,Niklas Stark,Valentin Stocker,Sebastian Langkamp,Vedad Ibišević,Marvin Plattenhardt,Mitchell Weiser,Genki Haraguchi,Fabian Lustenberger,Matchweek 5,3,3,5,3.0,2.0,3.0,2.0,9.0,9.0,9.0,9.0,3.4,3.2,2.25
38,38,38,Augsburg,Marwin Hitz,Paul Verhaegh,Kostas Stafylidis,Jeffrey Gouweleeuw,Daniel Baier,Koo Ja-cheol,Gojko Kačar,Ji Dong-won,Raúl Bobadilla,Alfreð Finnbogason,Martin Hinteregger,Darmstadt 98,Michael Esser,Leon Guwara,Alexander Milošević,Jérôme Gondorf,Roman Bezjak,Antonio Čolak,Peter Niemeyer,Marcel Heller,Immanuel Höhn,Florian Jungwirth,László Kleinheisler,Matchweek 5,1,0,5,-3.0,-7.0,-3.0,-7.0,4.0,4.0,4.0,4.0,5.5,3.75,1.67
39,39,39,Hamburger SV,René Adler,Emir Spahić,Johan Djourou,Douglas Santos,Bobby Wood,Lewis Holtby,Albin Ekdal,Nabil Bahoui,Gōtoku Sakai,Nicolai Müller,Gideon Jung,Bayern Munich,Manuel Neuer,Mats Hummels,Thiago Alcántara,Javi Martínez,Robert Lewandowski,Philipp Lahm,Thomas Müller,David Alaba,Kingsley Coman,Joshua Kimmich,Renato Sanches,Matchweek 5,0,1,5,-7.0,13.0,-7.0,13.0,1.0,12.0,1.0,12.0,1.2,7.0,13.0
40,40,40,Gladbach,Yann Sommer,Andreas Christensen,Christoph Kramer,Mahmoud Dahoud,Lars Stindl,Oscar Wendt,Fabian Johnson,Tony Jantschke,Julian Korb,André Hahn,Nico Elvedi,Ingolstadt 04,Ørjan Nyland,Markus Suttner,Alfredo Morales,Mathew Leckie,Moritz Hartmann,Pascal Groß,Dario Lezcano,Tobias Levels,Marcel Tisserand,Marvin Matip,Almog Cohen,Matchweek 5,2,0,5,2.0,-6.0,2.0,-6.0,7.0,1.0,7.0,1.0,4.75,3.6,1.8
41,41,41,Mainz 05,Jonas Lössl,Giulio Donati,Leon Balogun,Levin Öztunalı,Yunus Mallı,Jhon Córdoba,Stefan Bell,Daniel Brosinski,Fabian Frei,Gaëtan Bussmann,Pablo de Blasis,Leverkusen,Bernd Leno,Aleksandar Dragović,Javier Hernández,Admir Mehmedi,Joel Pohjanpalo,Wendell,Julian Brandt,Charles Aránguiz,Ömer Toprak,Benjamin Henrichs,Kevin Kampl,Matchweek 5,2,3,5,2.0,0.0,2.0,0.0,7.0,4.0,7.0,4.0,2.4,3.3,3.0
42,42,42,Werder Bremen,Jaroslav Drobný,Robert Bauer,Clemens Fritz,Miloš Veljković,Izet Hajrović,Zlatko Junuzović,Niklas Moisander,Theodor Gebre Selassie,Florian Grillitsch,Serge Gnabry,Ousman Manneh,Wolfsburg,Koen Casteels,Philipp Wollscheid,Jeffrey Bruma,Vieirinha,Julian Draxler,Yannick Gerhardt,Jakub Błaszczykowski,Jannes Horn,Maximilian Arnold,Paul Seguin,Mario Gómez,Matchweek 5,2,1,5,-11.0,-2.0,-11.0,-2.0,0.0,5.0,0.0,5.0,1.91,3.75,3.9
43,43,43,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Ermin Bičakčić,Sebastian Rudy,Lukas Rupp,Kerem Demirbay,Jeremy Toljan,Mark Uth,Kevin Vogt,Niklas Süle,Andrej Kramarić,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Leon Goretzka,Nabil Bentaleb,Eric Maxim Choupo-Moting,Baba Rahman,Benjamin Stambouli,Klaas-Jan Huntelaar,Sascha Riether,Matija Nastasić,Breel Embolo,Matchweek 5,2,1,5,0.0,-7.0,0.0,-7.0,4.0,0.0,4.0,0.0,2.6,3.4,2.7
44,44,44,Köln,Timo Horn,Dominique Heintz,Frederik Sørensen,Marcel Risse,Simon Zoller,Yuya Osako,Jonas Hector,Mërgim Mavraj,Anthony Modeste,Matthias Lehmann,Konstantin Rausch,RB Leipzig,Péter Gulácsi,Willi Orban,Marcel Sabitzer,Naby Keïta,Stefan Ilsanker,Oliver Burke,Benno Schmitz,Marcel Halstenberg,Dominik Kaiser,Davie Selke,Marvin Compper,Matchweek 5,1,1,5,7.0,5.0,7.0,5.0,10.0,8.0,10.0,8.0,3.2,3.3,2.3
45,45,45,RB Leipzig,Péter Gulácsi,Bernardo,Willi Orban,Marcel Sabitzer,Naby Keïta,Yussuf Poulsen,Emil Forsberg,Timo Werner,Marcel Halstenberg,Diego Demme,Marvin Compper,Augsburg,Marwin Hitz,Paul Verhaegh,Kostas Stafylidis,Jeffrey Gouweleeuw,Daniel Baier,Koo Ja-cheol,Gojko Kačar,Ji Dong-won,Alfreð Finnbogason,Philipp Max,Martin Hinteregger,Matchweek 6,2,1,6,5.0,-2.0,5.0,0.0,9.0,7.0,9.0,7.0,5.75,3.75,1.65
46,46,46,Bayern Munich,Manuel Neuer,Mats Hummels,Javi Martínez,Robert Lewandowski,Arjen Robben,Rafinha,Xabi Alonso,Juan Bernat,Kingsley Coman,Joshua Kimmich,Renato Sanches,Köln,Timo Horn,Dominique Heintz,Frederik Sørensen,Marco Höger,Marcel Risse,Yuya Osako,Jonas Hector,Mërgim Mavraj,Anthony Modeste,Matthias Lehmann,Konstantin Rausch,Matchweek 6,1,1,6,14.0,7.0,8.0,5.0,15.0,11.0,15.0,11.0,19.0,7.0,1.17
