,HomePlayer_Overall_sd,HomePlayer_Overall_mean_ln,AwayPlayer_Overall_sd,AwayPlayer_Overall_mean_ln,home_GD_form,home_Points_form,away_GD_form,away_Points_form,B365A,B365D,B365H
1478,4.297991074063239,4.361054667302465,5.143398239932958,4.2929435219995264,1.0,5.0,-4.0,4.0,6.5,4.33,1.5
1479,1.555050423035156,4.286510338117809,2.114882330704778,4.40085448145808,4.0,7.0,3.0,6.0,1.57,3.75,7.0
1480,4.051935564416322,4.338908364654334,4.045199174779453,4.277704134516253,-1.0,2.0,-7.0,3.0,4.0,3.4,2.0
1481,2.696799449852968,4.361975343527252,2.2522715805886446,4.349306817532689,-3.0,2.0,4.0,7.0,4.33,3.75,1.8
1482,1.5075567228888185,4.324553231444119,2.8284271247461903,4.289767695059131,2.0,5.0,-1.0,2.0,4.2,3.1,2.05
1483,3.635681754249376,4.3391931810522255,3.910359202286803,4.343801526513177,4.0,7.0,-1.0,3.0,3.75,3.5,2.0
1484,2.5081684733903127,4.277378633084655,7.054334579791092,4.274485223041907,-1.0,2.0,-5.0,1.0,4.0,3.5,1.91
1485,6.310164959664828,4.4073429448231405,2.256304299271065,4.304868519610253,3.0,9.0,-1.0,2.0,29.0,12.0,1.06
1486,2.45319828350295,4.3072448391316405,4.244782894116238,4.338800971413019,-6.0,6.0,1.0,6.0,2.3,3.25,3.25
1487,2.5081684733903127,4.382719332870696,2.540579747724022,4.308431889738319,5.0,9.0,-3.0,3.0,15.0,5.5,1.25
1488,1.8683974659876552,4.305000623150166,4.614207309052021,4.330183216986381,-4.0,3.0,-2.0,2.0,3.2,3.1,2.4
1489,2.1616492020508957,4.311026102522444,1.433368568981982,4.281525898487801,-4.0,2.0,2.0,7.0,3.25,3.1,2.38
1490,7.063349707533182,4.273213746498748,3.156522827992277,4.278308929985719,-4.0,4.0,0.0,5.0,3.2,3.4,2.25
1491,2.2522715805886446,4.34930681753269,4.344275229854489,4.447882065699169,5.0,10.0,6.0,12.0,1.5,4.5,6.5
1492,2.272363607268072,4.287522820395198,3.5496478698597698,4.355743819654024,-2.0,2.0,-4.0,2.0,2.2,3.4,3.3
1493,2.638870281699418,4.371230526216554,4.219004621945797,4.429687483026587,-3.0,3.0,12.0,10.0,1.62,4.2,5.25
1494,1.6895400127092148,4.322096908213459,3.931226965534482,4.324619818605884,-2.0,2.0,6.0,10.0,2.75,3.3,2.63
1495,5.2414432432992415,4.294099127114217,1.2210278829367864,4.316154680340944,-4.0,5.0,1.0,5.0,3.3,3.3,2.25
1496,4.776838056516237,4.345535406661336,1.8488325554743508,4.307457775185431,0.0,6.0,-5.0,3.0,7.5,4.5,1.45
1497,4.86546269872941,4.434727253414268,2.272363607268072,4.287522820395198,2.0,12.0,1.0,5.0,26.0,11.0,1.08
